13	0.394384	3.26454	0.0431922
13	0.397286	3.14122	0.0406726
8	0.397611	3.087	0.840377
7	0.397672	2.71309	0.174948
2.76	0.398874	3.70026	0.337516
13	0.400197	3.02949	0.0389148
13	0.403099	2.92368	0.0379752
8	0.403264	3.01369	0.458909
2.76	0.405036	3.3831	0.319953
7	0.405837	2.49841	0.163962
13	0.405978	2.81469	0.0362175
13	0.408864	2.71542	0.0345223
2.76	0.411162	3.16159	0.303224
13	0.411759	2.61402	0.032798
7	0.414083	2.16564	0.148011
13	0.414629	2.51939	0.0318571
2.76	0.417253	2.80918	0.278997
13	0.417508	2.42874	0.0301663
13	0.420364	2.34129	0.0292248
7	0.422552	1.87314	0.131084
13	0.423228	2.25315	0.0275371
13	0.426084	2.1712	0.026628
13	0.428933	2.09371	0.025719
7	0.43124	1.66918	0.121593
13	0.43179	2.01451	0.0240366
2.76	0.434307	2.05402	0.132958
13	0.434641	1.9414	0.0231626
13	0.437468	1.87101	0.0222542
7	0.440141	1.44376	0.108178
13	0.440303	1.7983	0.0213811
13	0.443132	1.73123	0.0204731
13	0.44597	1.6686	0.019601
13	0.448784	1.60746	0.0187298
7	0.449392	1.18077	0.091281
13	0.451608	1.54731	0.0178596
13	0.454425	1.48485	0.0169905
13	0.457234	1.43182	0.0161228
7	0.458985	1.14052	0.091281
13	0.460038	1.37948	0.0152567
13	0.46285	1.32911	0.015179
2.76	0.463821	1.44487	0.108244
13	0.46564	1.27804	0.014313
13	0.468439	1.23006	0.0134895
7	0.468913	0.9312	0.0780085
13	0.471231	1.18589	0.012671
13	0.474017	1.14145	0.0125464
13	0.476797	1.09648	0.0118751
7	0.479169	0.756768	0.0660072
13	0.479586	1.05432	0.0113522
13	0.482368	1.01624	0.0109028
13	0.485144	0.977909	0.0103817
13	0.487914	0.940239	0.0100055
7	0.489745	0.676261	0.0600066
13	0.490678	0.903768	0.00962946
2.76	0.492624	0.835706	0.0731663
13	0.493436	0.86882	0.00925349
13	0.496203	0.835156	0.00892291
13	0.498964	0.802156	0.00854755
7	0.500769	0.574822	0.0543998
13	0.501719	0.772834	0.0081724
13	0.504468	0.74266	0.00791452
13	0.507211	0.712618	0.00761012
13	0.509964	0.687621	0.00728324
7	0.512363	0.489484	0.048039
13	0.512696	0.658702	0.00697888
13	0.515437	0.633271	0.00672293
13	0.518172	0.607599	0.00641865
2.76	0.520787	0.578953	0.0607874
13	0.520917	0.583629	0.00623215
13	0.523641	0.56095	0.00597762
7	0.524382	0.39046	0.0400438
13	0.526375	0.537352	0.00574164
13	0.529103	0.517325	0.00548773
13	0.531825	0.494915	0.0053021
13	0.534542	0.475772	0.0051167
7	0.537077	0.337325	0.0362203
13	0.537254	0.455514	0.00493156
13	0.539975	0.437316	0.0047467
13	0.542691	0.420082	0.00456217
13	0.545401	0.401766	0.00437799
13	0.548106	0.385925	0.00419423
2.76	0.548371	0.412819	0.0473265
7	0.550431	0.227567	0.0262744
13	0.550806	0.370196	0.00401093
13	0.553501	0.354287	0.00389188
13	0.556205	0.339428	0.00370901
13	0.558905	0.325666	0.00352677
2.76	0.559568	0.330507	0.0403641
13	0.561599	0.311617	0.00340753
13	0.564288	0.299077	0.00334526
7	0.564427	0.16987	0.0209336
13	0.566986	0.286145	0.00316459
13	0.569665	0.273495	0.00304522
13	0.572354	0.262453	0.00292584
13	0.575037	0.250911	0.00286554
2.76	0.575426	0.236616	0.0364724
13	0.577716	0.23984	0.0026871
7	0.579302	0.149743	0.0193757
13	0.580404	0.22946	0.00256774
2.76	0.581066	0.228359	0.0280764
13	0.583073	0.219566	0.00251019
13	0.585751	0.209637	0.00239093
